Nazwisko aktualne,Liczba
SCHWERTNER,14
SCHWIGON,14
SEBASTYAN,14
SEDLIAR,14
SELAK,14
SELIGMANN,14
SELWANOWICZ,14
SEMENEC,14
SEMKOVYCH,14
SEMPERSKA,14
SEMPŁAWSKA,14
SEMRAŁ,14
SEMYRKO,14
SENDACKA,14
SENDZIUK,14
SENGSTOCK,14
SENISZYN,14
SERDYNIECKA,14
SEREDYCH,14
SEREJUK,14
SERGIIENKO,14
SEROBYAN,14
SEROHINA,14
SEROKIN,14
SERWETNICKA,14
SERZYCKA,14
SETH,14
SETTA,14
SHACHAR,14
SHALYHINA,14
SHANDRA,14
SHARIFI,14
SHASHKOVA,14
SHATOVA,14
SHCHERBACHENKO,14
SHCHERBANIUK,14
SHENDRYK,14
SHEPITKO,14
SHERWOOD,14
SHEVTSIV,14
SHIELDS,14
SHKINDER,14
SHMYRKO,14
SHOKALO,14
SHOLOKHOVA,14
SHTOKALO,14
SHUTAK,14
SIAMASHKA,14
SIARKIEWICZ-HOSZOWSKA,14
SICHNIEWICZ,14
SIDORCZAK,14
SIEBIESZUK,14
SIEDCZYŃSKA,14
SIELACHOWSKA,14
SIELAMOWICZ,14
SIELEZIŃSKA,14
SIENICZ,14
SIERP,14
SIGNERSKA,14
SIKOMAS,14
SILAWKO,14
SILENKO,14
SILUTA,14
SIMJAK,14
SIMMERT,14
SINIAKOWSKA,14
SINOCHA,14
SIODLARZ,14
SIODŁOK,14
SIOMIAK,14
SIPAJŁO,14
SIRUGA,14
SITASZ,14
SIWADŁO,14
SKACZKO,14
SKALI,14
SKARKA,14
SKINDZIUL,14
SKINNER,14
SKIRPAN,14
SKOBIEŚ,14
SKONCEJ,14
SKOROBOHATOVA,14
SKORODZIŁŁO,14
SKOROMNA,14
SKORUPSKI,14
SKOWRONOWSKA,14
SKRBEŃSKA,14
SKRIJKA,14
SKROCZYŃSKA,14
SKRONIK,14
SKRYTSKA,14
SKRZYNKOWSKA,14
SKRZYPKA,14
SKRZYSIŃSKA,14
SKUBLEWSKA,14
SKUPNY,14
SLABON,14
SLIPCEWICZ,14
SLIPCHUK,14
SLIPETS,14
SLIUSARCHUK,14
SLIWINSKI,14
SLOMA,14
SŁAWATYNIEC,14
SŁAWICZEK,14
SŁAWIŃSKI,14
SŁODYŃSKA,14
SŁOWIEŃSKA,14
SŁOWIOCZEK,14
SŁUMIŃSKA,14
SŁUP-OSTRAWSKA,14
SMAGLIJENKO,14
SMALL,14
SMOLIŁO,14
SMUCEROWICZ,14
SMYSŁOWSKA,14
SNACZKE,14
SNYCERSKA,14
SOBA,14
SOBAŃDA,14
SOBAŃSKI,14
SOBIS,14
SOBOWICZ,14
SOCZALSKA,14
SOHLING,14
SOKAŃSKA,14
SOKOLI,14
SOKUN,14
SOLECKI,14
SOLOMCHAK,14
SOLUK,14
SOŁKOWSKA,14
SOMOGYI,14
SOMPOR,14
SONCIŃSKA,14
SONDIJ,14
SONENBERG,14
SONEWEND,14
SONTOPSKA,14
SOPINKA,14
SOPKOWICZ,14
SOPYŁŁO,14
SOSIEŃ,14
SOUCZEK,14
SOWERSZENKO,14
SOWISLOK,14
SOYLU,14
SÖNMEZ,14
SPAJER,14
SPALK,14
SPARTY,14
SPIECHOWSKA,14
SPILNYK,14
SPIROWSKA,14
SPLIT,14
SPORN,14
SPRYŚ,14
SROCZAN,14
SROGI,14
STABULANIEC,14
STACHNIAŁEK,14
STACIWIŃSKA,14
STADTMÜLLER,14
STAFIRSKA,14
STAJNDER,14
STALKOPER,14
STANDZOŃ,14
STANOJEVIĆ,14
STANOWIEC,14
STANUSZKIEWICZ,14
STARENGA,14
STAROSCZYK,14
STARSZYK,14
STASIŁOJĆ,14
STAŚKIELUNAS,14
STAŚKÓW,14
STATKEVYCH,14
STAWARUK,14
STEBLOK,14
STECK,14
STECZUK,14
STEFANYK,14
STEFFANOWSKA,14
STEJKE,14
STELĄGOWSKA,14
STENCELEWSKA,14
STEPANYUK,14
STERMULA,14
STERNOL,14
STĘPNAKOWSKA,14
STILLGER,14
STINIA,14
STOCHNIJ,14
STODÓLNA,14
STOECK,14
STOEHR,14
STOHNII,14
STOJAN,14
STOJER,14
STOKES,14
STOMMA,14
STORCK,14
STOREY,14
STORONIAŃSKA,14
STORSKA,14
STÖHR,14
STRAKOWICZ,14
STRANDBERG,14
STRASZYDŁO,14
STRATMANN,14
STRATY,14
STRĄCEL,14
STREHLER,14
STREICHER,14
STREISEL,14
STRENCZEK,14
STRIUKOVA,14
STRUMECKA,14
STRUNGOWSKA,14
STRUSIAK,14
STRZAKŁOWIEC,14
STRZEGOCKA,14
STRZELCZYŃSKA,14
STRZERZYŃSKA,14
STSIAPANAVA,14
STUDAŃSKA,14
STUGIENT,14
STULIK,14
STULKA,14
STULPA,14
STURSIAK,14
STYPKO,14
STYRKOWICZ,14
SUCZYŁKIN,14
SUDWOJ,14
SUDYKOWSKA,14
SUFISZ,14
SUKHOVII,14
SULEJEWICZ,14
SULIGORSKA,14
SULIN,14
SULISŁAWSKA,14
SULYM,14
SUŁTANOWSKA,14
SUMBAR,14
SUMPER,14
SUPCZYŃSKA,14
SUPRYKA,14
SURDU,14
SUREWICZ,14
SURYJAK,14
SURYN,14
SUTEK,14
SUTTER,14
SUZONOWICZ,14
SUZYNOWICZ,14
SVYSHCHUK,14
SWAN,14
SWIEBODA,14
SWINKA,14
SWITALSKA,14
SWÓRKA,14
SYCHYK,14
SYDORCZUK,14
SYDORIAK,14
SYDOROWSKA,14
SYFERT,14
SYKTERZ,14
SYLWET,14
SYMCHYCH,14
SYNARECKA,14
SYNEJKO,14
SYNYTYCZ,14
SYPEŃ,14
SYPNIOWSKA,14
SYROPIATKO,14
SYRYCKA,14
SYTAR,14
SYTCZYK,14
SYTNIOWSKA,14
SYWULAK,14
SZABEL,14
SZABLEWICZ,14
SZABŁOŃSKA,14
SZADOKIERSKA,14
SZADURO,14
SZADYKO,14
SZADZIANIEC,14
SZAFARZYŃSKA,14
SZAFNER,14
SZAJKIEWICZ,14
SZAJNKIENIG,14
SZAŁAJDEWICZ,14
SZAMATUŁA,14
SZAMINKO,14
SZAMRA,14
SZAMSKA,14
SZARACH,14
SZARASZEK,14
SZARGAŁA,14
SZARRAS,14
SZARZEWSKA,14
SZAWRO,14
SZCZĄCHÓR,14
SZCZEPOWSKA,14
SZCZEŚNIKIEWICZ,14
SZCZĘŚNIK,14
SZCZUDLEK,14
SZEFFEL,14
SZEJBAK,14
SZEJMO,14
SZELENBERGER,14
SZELENGIEWICZ,14
SZELESZKIEWICZ,14
SZEMFELD,14
SZENTAK,14
SZEPIELA,14
SZEPISZCZAK,14
SZEREMIUK,14
SZERLICH,14
SZEWCOW,14
SZEWIEL,14
SZĘDRECKA,14
SZILÁGYI,14
SZKILNIK,14
SZKOŁYK,14
SZKURDŹ,14
SZLADEWSKA,14
SZLADOWSKA,14
SZLAJC,14
SZLAPKA,14
SZLĄŻEK,14
SZMALCEL,14
SZMARO,14
SZMĄDROWSKA,14
SZNAYDER,14
SZOŁKIEWICZ,14
SZONDA,14
SZOPLIŃSKA,14
SZOPNY,14
SZORNEL,14
SZOTKA,14
SZPANEL,14
SZPILARSKA,14
SZPLITGEJBER,14
SZPORA,14
SZPORNA,14
SZPOTAKOWSKA,14
SZRAJTER,14
SZREITER,14
SZREPFER,14
SZTANDKE,14
SZTUŃ,14
SZTYBA,14
SZTYBUR,14
SZTYMER,14
SZUCH,14
SZUCHOWSKA,14
SZUCIO,14
SZUDRAWY,14
SZUFARSKA,14
SZUFLADA,14
SZUFLET,14
SZUKAJTYS,14
SZUMIGOWSKA,14
SZUMLEWSKA,14
SZUNDRYK,14
SZUPERNAK,14
SZUPICA,14
SZURAŁA,14
SZURPIK,14
SZUSZLAK,14
SZWACHER,14
SZWACZYŃSKA,14
SZWARKOWSKA,14
SZWARLIK,14
SZWENGIER,14
SZWERMER,14
SZWERTNER,14
SZYDŁOŚ,14
SZYMANIUK-PARYŻ,14
SZYMANN,14
SZYMANOWSKI,14
SZYMETA,14
SZYMFEL,14
SZYMIOŁ,14
SZYMOŁON,14
SZYMULSKA,14
SZYNKIEL,14
SZYPUTA,14
SZYRLE,14
SZYRSKA,14
SZYRYNGO,14
ŚCIEBIOROWSKA,14
ŚCIUPIDRO,14
ŚLANGA,14
ŚLICNER,14
ŚLIWINSKA,14
ŚLUSAKOWICZ,14
ŚLUSIEWICZ,14
ŚMIGLICKA,14
ŚMIŚNIEWICZ,14
ŚNIEDA,14
ŚNIGÓR,14
ŚPIBIDA,14
ŚPIOCH,14
ŚRODAWA,14
ŚWIĄDERSKA,14
ŚWIĄTEK BRZEZINSKA,14
ŚWIECZEWSKA,14
ŚWIERKIEL,14
ŚWIERTOKA,14
ŚWITO,14
TABOL,14
TABULSKA,14
TADERA,14
TALARKO,14
TAŁASIEWICZ,14
TAŁOCHA,14
TAMECZKA,14
TANAS,14
TARADAJCZYK,14
TARAJKOWICZ,14
TARARYJ,14
TARCHANOW,14
TARGACZ,14
TARHONII,14
TARTAK,14
TATARINOVA,14
TATARU,14
TATARYNOW,14
TAUSZNIK,14
TAUTER,14
TAWRELL,14
TELICZEK,14
TEMEROWSKA,14
TEMNYK,14
TEMPEROWICZ,14
TEMPES,14
TEOLUDZKA,14
TEPLA,14
TERESZCZYK,14
THAUT,14
THEOBALD,14
THEODOROU,14
THOL,14
THORNE,14
TICMAN,14
TIGRANYAN,14
TIMCHENKO,14
TISCHLER,14
TKALICH,14
TODUA,14
TOKER,14
TOLIK,14
TOŁOPIŁO,14
TOMASZYŃSKA,14
TOMOLIK,14
TONIAKIEWICZ,14
TOPCZAK,14
TOPKO,14
TOPOLNYTSKA,14
TORNO,14
TOROPOVA,14
TOROPOW,14
TOROWICZ,14
TOSCANO,14
TRAKOWSKA,14
TRAMER,14
TREFFON,14
TRĘBAS,14
TRĘBASIEWICZ,14
TRĘMBIŃSKA,14
TROCHANOWICZ,14
TROFYMOVA,14
TROŚCIAŃCZUK,14
TRULKA,14
TRUSOW,14
TRYCHAN,14
TRYCZAK,14
TRYNKLER,14
TRYSŁA,14
TRYTIAK,14
TRZCIANKA,14
TRZYNSKA,14
TSALKO,14
TSOI,14
TSYMBALYUK,14
TULIGŁOWICZ,14
TULPAN,14
TUMANIK,14
TUMASZYK,14
TURNICKA,14
TWARDENGA,14
TWOROGAL,14
TYJAS,14
TYJEŃSKA,14
TYLLO,14
TYMICZ,14
TYPUSIAK,14
TYSHKO,14
TYSHKOVETS,14
TYSOWECKA,14
TYTULSKA,14
TYZLER,14
UCHLIK,14
UGODOWSKA,14
UJA,14
UJEC,14
UKA,14
ULC,14
UŁAŚ,14
UMINOWICZ,14
UNGERT,14
UNIAT,14
UNICKA,14
URADZIŃSKA,14
URNY,14
URSUL,14
URSZEL,14
URYŚ,14
USACH,14
USIARCZYK,14
USKOVA,14
USSOROWSKA,14
USTUPSKA-ZAKRĘCKA,14
UTIG,14
UŻLIS,14
VACARCIUC,14
VAN,14
VAN BERKEL,14
VAN LOON,14
VARENYTSIA,14
VARSHAVSKA,14
VASYLKIVSKA,14
VASYLYNCHUK,14
VATRAL,14
VAVILOVA,14
VERESHCHAHINA,14
VERNER,14
VIATKINA,14
VICKERS,14
VICOL,14
VILLA,14
VINNICHUK,14
VITRENKO,14
VLASYUK,14
VODOLAZSKA,14
VOLMAR,14
VORONETSKA,14
VOSKANYAN,14
VOVNIANKO,14
VYSHNIVSKA,14
WAAG,14
WACHELA,14
WACHOWIACZ,14
WACHULEWICZ,14
WACZUR,14
WADELIK,14
WAGILEWICZ,14
WAITE,14
WAJGNER,14
WAJGT,14
WAJSIEL,14
WAJZNER,14
WAKOŃ,14
WAKSMUNDZKI,14
WALBRECHT,14
WALENCIEJCZYK,14
WALERYS,14
WALMUS,14
WALRAT,14
WAŁASIŃSKA,14
WAŁĘCAK,14
WAŁKUCKA,14
WANISŁAWCZYK,14
WANZEL,14
WAŃTUCH,14
WARCHOLSKA,14
WARESZCZUK,14
WARGAN,14
WARMACHOWSKA,14
WAROCKA,14
WARPACHOWICZ,14
WARS,14
WARUMZER,14
WASIELEWICZ,14
WASIOŁKOWSKA,14
WASIOTA,14
WASYLCZAK,14
WASZKIELIS,14
WAWRYŃCZUK,14
WAWRZYNCZOK,14
WDZIEŃKOŃSKA,14
WEINBRENNER,14
WEISSBERG,14
WEJCHENIG,14
WEJSZNEJDER,14
WEKSLER,14
WENDORF,14
WENGLARZY,14
WENIKAJTYS,14
WENKLER,14
WENS,14
WEPNER,14
WERBOLEWSKA,14
WERETCZUK,14
WERLICHOWICZ,14
WERNIC,14
WERNIEWICZ,14
WERSZLER,14
WERTH,14
WERTYŃSKA,14
WESELI,14
WĘGERSKA,14
WĘZIKOWSKA,14
WHITEHEAD,14
WHITTAKER,14
WIATRÓW,14
WICEPOLSKA,14
WICHAJ,14
WICHRYK,14
WIDERAK,14
WIDMER,14
WIDRIŃSKA,14
WIECZÓR-SZCZERBOWICZ,14
WIEJALIS,14
WIELIGDA,14
WIELIMBOREK,14
WIENCKIEWICZ,14
WIENIECKA,14
WIENIEWSKA,14
WIERBIEL,14
WIERCIOCHOWSKA,14
WIERUDZKA,14
WIERZBOŁOWSKA,14
WIESEŃ,14
WIESZEWSKA,14
WIETRZNIAK,14
WIĘCIŃSKA,14
WIĘCKOWSKI,14
WIĘCONEK,14
WIĘCOSZEK,14
WIĘSZTAL,14
WIGOWSKA,14
WIKNER,14
WILCZAKOWSKA,14
WILCZYNSKI,14
WILFART,14
WILGANOWICZ,14
WILIGÓRSKA,14
WILKA,14
WILKOP,14
WILKOSIŃSKA,14
WILTOSZ,14
WILUSZYŃSKA,14
WINCIUN,14
WINCZAK,14
WINO,14
WINSKOWSKA,14
WINTMILLER,14
WIŃCZA,14
WIRSZYC,14
WISKOWSKA,14
WITEK VEL WITKOWSKA,14
WITORT,14
WITRAMBOWSKA,14
WITYCZYN,14
WIWER,14
WLASTELICZ,14
WLEŹLAK,14
WŁADACZYŃSKA,14
WŁASZCZYK,14
WŁÓCZYŃSKA,14
WŁUDARCZAK,14
WNYKOWICZ,14
WODYCZKO,14
WOITKE,14
WOJCISZEWSKA,14
WOJCZULANIO,14
WOJCZULANIS,14
WOJDYNO,14
WOJDYRA,14
WOJENKO,14
WOJSZCZAK,14
WOJTONIS,14
WOJTYSZKO,14
WOLBAUM,14
WOLMERG,14
WOŁCH,14
WOŁKANIN,14
WOŁOCHOWSKA,14
WOŁOSOWSKA,14
WONDRAK,14
WONDZIŃSKA,14
WONICKA,14
WORON,14
WORONIS,14
WOROPAJEW,14
WORYTA,14
WOSCHOLSKA,14
WOSNITZA,14
WOTKOWSKA,14
WOWREK,14
WOWTONIUK,14
WOŹNIACZEK,14
WÓDZIK,14
WROCKA,14
WRONIUK,14
WRZASKAŁA,14
WRZESINSKA,14
WRZOŁA,14
WRZOŁKA,14
WUKOWICZ,14
WUNDERSEE,14
WUSTRAU,14
WYBODEŁ,14
WYCHERT,14
WYDRZEL,14
WYGADAŃCZUK,14
WYGRYS,14
WYKRĘTEK,14
WYŁONAS,14
WYROBCZYK,14
WYROŻEMSKA,14
WYSIADŁOWSKA,14
WYSOMIERSKA,14
WYSS,14
WYZE,14
YAKIBCHUK,14
YALOVENKO,14
YAMASHITA,14
YARMOLCHUK,14
YAROSHYNSKA,14
YARYCH,14
YARYSH,14
YASKIV,14
YAZICI,14
YEO,14
YEROSHENKO,14
YIGIT,14
YUKHNO,14
YURYK,14
ZABADAJ,14
ZABIELSKI,14
ZACHAJUSZ,14
ZACHARIASIK,14
ZACHARÓW,14
ZACHMANN,14
ZACHMIELEWSKA,14
ZACHODNA,14
ZACHRADNIK,14
ZADUBIEC,14
ZAGAŃSKA,14
ZAGORZYCKA,14
ZAGÓRNIAK,14
ZAGRODNY,14
ZAGRODZIŃSKA,14
ZAGRÓDKA,14
ZAHAJKA,14
ZAHAJKO,14
ZAJBT,14
ZAJCEW,14
ZAJDYCH,14
ZAJFRYD,14
ZAJŁO,14
ZALISKO,14
ZALUBOWSKA,14
ZAMOJDZIN,14
ZAMŻYCKA,14
ZANIJAT,14
ZARSZYŃSKA,14
ZARUDNA,14
ZASZKOWSKA,14
ZATORSKI,14
ZAWIERZYŃSKA,14
ZAWIŚNIEWSKA,14
ZAWROTNY,14
ZBĄDZKA,14
ZBIRANEK,14
ZBOROWSKI,14
ZBROCKA,14
ZBYSZ,14
ZDANOVICH,14
ZDĘGA,14
ZDRALEWICZ,14
ZDROK,14
ZDZIAREK,14
ZDZIEBŁKO,14
ZEGIER,14
ZEGRODZKA,14
ZEJMAN,14
ZELENT-LIPIŃSKA,14
ZEMLAŃSKA,14
ZEMLIANSKA,14
ZEMROCH,14
ZENCHENKO,14
ZENIO,14
ZERNEK,14
ZETTLER,14
ZGŁOBISZ,14
ZGRYZEK,14
ZGUBIEŃSKA,14
ZGUBILAT,14
ZGURZYŃSKA,14
ZHARIKOVA,14
ZHURAULIOVA,14
ZHYLTSOVA,14
ZHYRNOVA,14
ZIABLICKA,14
ZIEBIS,14
ZIEHLKE,14
ZIELIK,14
ZIENCINA,14
ZIĘDER,14
ZIĘMBA,14
ZILBERMAN,14
ZILM,14
ZIMBICKA,14
ZIMLAK,14
ZINKOW,14
ZINÓW,14
ZIOK,14
ZIOMBSKA,14
ZIONTKOWSKA,14
ZIPFEL,14
ZŁOZA,14
ZMARZŁOWSKA,14
ZMIIEVSKA,14
ZNISZCZYŃSKA,14
ZNOIŃSKA,14
ZNOROWSKA,14
ZOGORNIK,14
ZOLIK,14
ZOLIŃSKA,14
ZOLISZ,14
ZOLTAN,14
ZOMBIK,14
ZOMBIRT,14
ZON,14
ZONAKOWSKA,14
ZOPF,14
ZOPOROWSKA,14
ZOTOW,14
ZUBAŃSKA,14
ZUBAR,14
ZUBICKA,14
ZUFLA,14
ZUJKIEWICZ,14
ZUK,14
ZUŚLIK,14
ZUZO,14
ZWADLO,14
ZWATRZKO,14
ZWIEREŁŁO,14
ZWIERUCHO,14
ZYGADŁOWICZ,14
ZYGMUŁKA,14
ZYTUR,14
ŻABNIAK,14
ŻACZYŃSKA,14
ŻAKOWIAK,14
ŻAMOIĆ,14
ŻARNAWSKA,14
ŻEBIŁOWICZ,14
ŻELAŹNIEWICZ,14
ŻELEJKO,14
ŻELIZKO,14
ŻELWIS,14
ŻEMEK,14
ŻMURA,14
ŻOŁNO,14
ŻOMOYTEL,14
ŻÓŁTEWICZ,14
ŻÓRAWICKA,14
ŻURACKA,14
ŻURAWIAK,14
ŻURNIA,14
ŻWIROWSKA,14
ŻYBKO,14
ŻYDECKA,14
ŻYDONIS,14
ŻYDOWIEC,14
ŻYGOTA,14
ŻYWIŃSKA,14
ABBOUD,13
ABDELAZIZ,13
ABERBACH,13
ABERT,13
ABID,13
ABŁAMOWICZ,13
ABRAHAMIK,13
ABRAMÓW,13
ABSTORSKA,13
ACHENBACH,13
ACHITA,13
ACOSTA,13
ADAKIMOWICZ,13
ADAMEJT,13
ADAMIROWICZ,13
AFFELD,13
AFOLABI,13
AFTARUK,13
AGAEVA,13
AHUJA,13
AJDAKOWSKA,13
AJDAMIAK,13
AJDUK,13
AKPINAR,13
AKSU,13
AKTYL,13
AKUTOWICZ,13
ALEJUN,13
ALEXIOU,13
ALIABIEVA,13
ALIAKSEYEVA,13
ALOŃCZYK,13
ALTAMER,13
ALTHEIM,13
ALTHOF,13
AŁANOWSKA,13
AMILUSIK,13
ANDAŁA,13
ANDRANOWSKA,13
ANDRYJOWICZ,13
ANGEŁOW,13
ANGHEL,13
ANGRECKA,13
ANICZ,13
ANIKIN,13
ANSEL,13
ANTOSHKIV,13
ANTYCHOWICZ,13
ANTYGA,13
ANUSZEWICZ,13
APOLONY,13
ARASZTOWSKA,13
ARAZY,13
ARAŹNY,13
ARIK,13
ARISTOVA,13
ARMATYŃSKA,13
AROMINIAK,13
ARSZENNIK,13
ASAN,13
ASENKOWICZ,13
ASHTON,13
ASKALDOWICZ,13
ASKUNTOWICZ,13
ASLANYAN,13
ASTUKIEWICZ,13
ASZEMBERG,13
ATES,13
AUCHIM,13
AUGUL,13
AUGUSTYNOPOLSKA,13
AULEJTNER,13
AWAKOWICZ,13
AWRAMIUK,13
AYARI,13
AZIZI,13
AŻGIN,13
BABAC,13
BABAKOVA,13
BABICA,13
BABOROWSKA,13
BABULSKA,13
BACKTROG,13
BACZAK,13
BADENA,13
BADIUK,13
BAHRI,13
BAIRD,13
BAIZERT,13
BAJALSKA,13
BAJDECKA,13
BAJDIUK,13
BAJERKIEWICZ,13
BAJFUS,13
BAJTKIEWICZ,13
BAKAUS,13
BAKHUR,13
BAKUM,13
BAKUNOWSKA,13
BAKUTA,13
BALAHURA,13
BALCY,13
BALCZUKIEWICZ,13
BALECKA,13
BALIJ,13
BALWISZ,13
BAŁUNIAK,13
BANAKH,13
BANASKIEWICZ,13
BANDOSZEK,13
BANKIERT,13
BAPTISTA,13
BARANICZ,13
BARANNIK,13
BARAŚCIAK,13
BARAWĄS,13
BARDELAS,13
BARDJAN,13
BARGŁOWICZ,13
BARKOUSKAYA,13
BARLEWICZ,13
BARSOWSKA,13
BARSUK,13
BARTASHEVICH,13
BARTKOWSKI,13
BARTOSCHEK,13
BARTOŠOVÁ,13
BARTUSIEWICZ,13
BARYLA,13
BARYNÓW,13
BARYSKA,13
BARZĘC,13
BARŻAŁ,13
BASSENDOWSKA,13
BASSI,13
BASTOWSKA,13
BASYSTA,13
BASZARKIEWICZ,13
BASZCZOWSKA,13
BASZTA,13
BASZTOŃ,13
BATALOVA,13
BATEMAN,13
BATTAGLIA,13
BATYK,13
BAYRAK,13
BAZALIN,13
BAZIUKIEWICZ,13
BAZYLIK,13
BĄBERSKA,13
BECKERS,13
BECKIER,13
BECKMAN,13
BEDNASZEWSKA,13
BEDRONKA,13
BEETZ,13
BEHAL,13
BELAYA,13
BELCARSKA,13
BELCZARZ,13
BELIAKOVA,13
BELLAMY,13
BELLING,13
BELNIK,13
BEŁTEK,13
BEŁŻECKA,13
BEN DAVID,13
BENCZEK,13
BENDIUK,13
BENDRYCZEK,13
BENECH,13
BENEŠOVÁ,13
BENIROWSKA,13
BENSARI,13
BENZEL,13
BERACZ,13
BERENSZTEJN,13
BERGSTRÖM,13
BERKMAN,13
BERNABIUK,13
BERNADSKA,13
BERNENCIK,13
BERWID,13
BERYCH,13
BESPALA,13
BETEL,13
BEZNOSKO,13
BEŹNIC,13
BĘCKOWSKA,13
BĘDZELEWSKA,13
BĘSKA,13
BHATTACHARYA,13
BIAŁOBROCKA,13
BIAŁOKOZIEWICZ,13
BIAŁOSOWSKA,13
BIAŁOWODZKA,13
BIANKETTI,13
BIBIELA,13
BICHUN,13
BIEDRONKA,13
BIEGLECKA,13
BIEGUNIAK,13
BIELAWKA,13
BIELEWIEC,13
BIELIC,13
BIELIŃSKI,13
BIELOKON,13
BIELOUS,13
BIEŁANIEC,13
BIEŁOSZYCKA,13
BIEŁUS,13
BIERECKA,13
BIERNASIEWICZ,13
BIEŻANEK,13
BIGOLAS,13
BILANIUK,13
BILINA,13
BILIŃSKI,13
BILITEWSKA,13
BILITZ,13
BILOVOL,13
BIM,13
BINENSZTOK,13
BINIASCH,13
BINICEWICZ,13
BIŃSKA,13
BIOCH,13
BIRENBAUM,13
BIRMAN,13
BIROWSKA,13
BIRT,13
BIRULA-BIAŁYNICKA,13
BISAGGIO,13
BISINGIER,13
BISSA,13
BITNIAK,13
BIZUKOWICZ,13
BIŻUTA,13
BLADYNIEC,13
BLAKIEWICZ,13
BLANDZIŃSKA,13
BLAR,13
BLASZK,13
BLATNIK,13
BLAU,13
BLAUMAN,13
BLESZCZ,13
BLIASHUK,13
BŁASZCZĘĆ,13
BŁAZEŁEK,13
BŁAŻENKO,13
BŁOSZCZYŃSKA,13
BŁYK,13
BOBAL,13
BOBOŁOWICZ,13
BOCHONUS,13
BODYK,13
BODŻEK,13
BOENISCH,13
BOGDOL,13
BOGOMAZ,13
BOGONIOWSKA,13
BOGUCKI,13
BOGUDZKA,13
BOGUŁA,13
BOGUSCH,13
BOGUTCZAK,13
BOHATYROWICZ,13
BOHDANIUK,13
BOHDZIUN,13
BOJMEL,13
BOKRZYCKA,13
BOLAND,13
BOLUMIŃSKA,13
BOŁBAT,13
BOŁTACZ,13
BOŁTKO,13
BOM,13
BOMBRYS,13
BONANNO,13
BONDARAVA,13
BORAŃSKA,13
BORDIEHN,13
BORIS,13
BORKENHAGEN,13
BORODULIN,13
BORODYN,13
BORRATYŃSKA,13
BORSHCHOVA,13
BORSKOWICZ,13
BORTOWSKA,13
BORUĆ,13
BORUDZKA,13
BORUTKO,13
BOWMAN,13
BOŽIĆ,13
BRACHFOGEL,13
BRAGA,13
BRAHA,13
BRANDEBURSKA,13
BRANDEL,13
BRANDES,13
BRANDSTÄTTER,13
BRASUŃ,13
BRAWER,13
BRAZIUK,13
BRÄUER,13
BREDY,13
BREDZIŃSKA,13
BREGIN,13
BRENNEK,13
BREŃ,13
BRILOWSKA,13
BROLER,13
BRONER,13
BRONKAU,13
BRONK-MARWICZ,13
BRUCHEISER,13
BRUKSZTA,13
BRUNSZ,13
BRUSZKO,13
BRŰGGEMANN,13
BRYAN,13
BRYCHNER,13
BRYGIDYN,13
BRYTEK,13
BRYZHATA,13
BRZECHOWSKA,13
BRZEZEWSKA,13
BRZEZIN,13
BRZOZECKA,13
BRZYSKI,13
BUCHELD,13
BUCKI,13
BUCKIEWICZ,13
BUDELEWSKA,13
BUFF,13
BUINA,13
BUJAK VEL BUJAKOWSKA,13
BUKATY,13
BUKHTIIAROVA,13
BUKIELSKA,13
BUKINA,13
BUKITA,13
BUKREJ,13
BUKSZTYNOWICZ,13
BULISZ,13
BUŁACZYŃSKA,13
BUMAŻNIK,13
BUNZEL,13
BURANICZ,13
BURBELA,13
BURDYŁO,13
BURDZA,13
BURGAT,13
BURLIK,13
BURŁATENKO,13
BURNEWICZ,13
BURON,13
BURROWS,13
BURTNIAK,13
BUTELO,13
BUTMANKIEWICZ,13
BUZKO,13
BYCHOWIEC,13
BYM,13
BYRECKA,13
BYSZKOWSKA,13
BYTNEROWICZ,13
CABLEWSKA,13
CAJZA,13
CALIKOWSKA,13
CAŁYNIUK,13
CARBOGNO-BARNABE,13
CARON,13
CARP,13
CATTANEO,13
CEBETEREWICZ,13
CEBLOWSKA,13
CECHNOWSKA,13
CEDRYCH,13
CEDZIK,13
CEGIELSKI,13
CEHOLNIK,13
CELEBĄK,13
CEMBRYŁO,13
CEMER,13
CENCELEWSKA,13
CENTLIK,13
CEPKA,13
CERAFIN,13
CERANKOWSKA,13
CERKANOWICZ,13
CERONIK,13
CERZNIEWSKA,13
CETLIŃSKA,13
CĘPURA,13
CHABROSZEWSKA,13
CHADAŚ,13
CHADRIAN,13
CHAIN,13
CHALIBOŻEK,13
CHALKIAS,13
CHAŁCZYŃSKA,13
CHAŁOŃ,13
CHAMERKE,13
CHAMOŃ,13
CHAMRYGA,13
CHANCEWICZ,13
CHARJASZ,13
CHARLĘŻA,13
CHARMAST,13
CHAUVIN,13
CHĄCIAK,13
CHĄDZEL,13
CHCIAŁOWSKA,13
CHECIAK,13
CHERNICHENKO,13
CHETVERIKOVA,13
CHĘCZKIEWICZ,13
CHI,13
CHILARECKA,13
CHIMCZAK,13
CHŁOPOCKA,13
CHMIELOWSKI,13
CHODANIECKA,13
CHODERSKA,13
CHODZIAKIEWICZ,13
CHOINSKA,13
CHOŁODNICKA,13
CHOŁTYN,13
CHOMĄT,13
CHOMIELA,13
CHONIEJ,13
CHOPENKO,13
CHOPKO,13
CHORMAŃSKA,13
CHORNEI,13
CHRABSKA,13
CHRAPICKA,13
CHRISTA,13
